region,region_size,prevalent_critical_path,critical_path,count,fraction,config_nodes,individuals_stor,individuals_merge_stor,sifting_stor,frequency_stor,mutation_overlap_stor
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_individuals_merge(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),1,0.038461538461538464,5,beegfs,ssd,beegfs,beegfs,ssd
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),1,0.038461538461538464,10,beegfs,beegfs,beegfs,ssd,tmpfs
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),1,0.038461538461538464,10,beegfs,beegfs,beegfs,tmpfs,beegfs
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),1,0.038461538461538464,10,beegfs,beegfs,beegfs,beegfs,tmpfs
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(60)->write_individuals(60)->read_sifting(2)->write_sifting(2)->read_frequency(2)->write_frequency(2),1,0.038461538461538464,5,beegfs,beegfs,beegfs,beegfs,beegfs
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),1,0.038461538461538464,10,beegfs,beegfs,beegfs,tmpfs,tmpfs
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_individuals_merge(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),1,0.038461538461538464,10,beegfs,ssd,beegfs,beegfs,ssd
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(60)->write_individuals(60)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),1,0.038461538461538464,5,beegfs,beegfs,beegfs,beegfs,ssd
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_individuals_merge(30)->read_sifting(2)->write_sifting(2)->stage_out_individuals_merge(30)->read_frequency(2)->write_frequency(2),1,0.038461538461538464,5,beegfs,ssd,beegfs,beegfs,beegfs
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),1,0.038461538461538464,10,beegfs,beegfs,beegfs,beegfs,ssd
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_individuals_merge(30)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(30)->read_frequency(1)->write_frequency(1),1,0.038461538461538464,10,beegfs,ssd,beegfs,beegfs,beegfs
0,26,read_individuals(30)->write_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),read_individuals(60)->write_individuals(60)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),1,0.038461538461538464,5,beegfs,beegfs,beegfs,ssd,tmpfs
1,8,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),1,0.125,10,beegfs,tmpfs,beegfs,beegfs,beegfs
1,8,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(2)->write_sifting(2)->stage_out_individuals_merge(12)->read_frequency(2)->write_frequency(2),1,0.125,5,beegfs,tmpfs,beegfs,beegfs,beegfs
1,8,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),1,0.125,10,beegfs,tmpfs,beegfs,tmpfs,tmpfs
1,8,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),1,0.125,10,beegfs,tmpfs,beegfs,tmpfs,beegfs
1,8,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),1,0.125,10,beegfs,tmpfs,beegfs,beegfs,tmpfs
1,8,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),1,0.125,5,beegfs,tmpfs,beegfs,tmpfs,tmpfs
1,8,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),1,0.125,5,beegfs,tmpfs,beegfs,tmpfs,beegfs
1,8,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),1,0.125,5,beegfs,tmpfs,beegfs,beegfs,tmpfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),2,0.1111111111111111,10,tmpfs,beegfs,beegfs,ssd,beegfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),2,0.1111111111111111,5,tmpfs,beegfs,beegfs,ssd,beegfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->read_frequency(1)->write_frequency(1),1,0.05555555555555555,10,tmpfs,beegfs,beegfs,beegfs,beegfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->read_frequency(2)->write_frequency(2),1,0.05555555555555555,5,tmpfs,beegfs,beegfs,beegfs,beegfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),1,0.05555555555555555,10,tmpfs,beegfs,beegfs,beegfs,ssd
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),1,0.05555555555555555,5,tmpfs,beegfs,beegfs,beegfs,ssd
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),1,0.05555555555555555,10,tmpfs,beegfs,beegfs,tmpfs,tmpfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),1,0.05555555555555555,10,tmpfs,beegfs,beegfs,tmpfs,beegfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),1,0.05555555555555555,10,tmpfs,beegfs,beegfs,beegfs,tmpfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),1,0.05555555555555555,10,tmpfs,beegfs,beegfs,tmpfs,ssd
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),1,0.05555555555555555,10,tmpfs,beegfs,beegfs,ssd,tmpfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),1,0.05555555555555555,5,tmpfs,beegfs,beegfs,tmpfs,tmpfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),1,0.05555555555555555,5,tmpfs,beegfs,beegfs,tmpfs,beegfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),1,0.05555555555555555,5,tmpfs,beegfs,beegfs,tmpfs,ssd
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),1,0.05555555555555555,5,tmpfs,beegfs,beegfs,beegfs,tmpfs
2,18,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),1,0.05555555555555555,5,tmpfs,beegfs,beegfs,ssd,tmpfs
3,9,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),2,0.2222222222222222,2,tmpfs,beegfs,beegfs,ssd,beegfs
3,9,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->read_frequency(5)->write_frequency(5),1,0.1111111111111111,2,tmpfs,beegfs,beegfs,beegfs,beegfs
3,9,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(17),1,0.1111111111111111,2,tmpfs,beegfs,beegfs,beegfs,ssd
3,9,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(5)->write_frequency(5)->stage_out_frequency(7),1,0.1111111111111111,2,tmpfs,beegfs,beegfs,tmpfs,tmpfs
3,9,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(5)->write_mutation_overlap(5)->stage_out_frequency(7),1,0.1111111111111111,2,tmpfs,beegfs,beegfs,tmpfs,beegfs
3,9,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(5)->write_mutation_overlap(5)->stage_out_mutation_overlap(17),1,0.1111111111111111,2,tmpfs,beegfs,beegfs,tmpfs,ssd
3,9,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(7),1,0.1111111111111111,2,tmpfs,beegfs,beegfs,beegfs,tmpfs
3,9,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),1,0.1111111111111111,2,tmpfs,beegfs,beegfs,ssd,tmpfs
4,26,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),2,0.07692307692307693,10,ssd,beegfs,beegfs,ssd,beegfs
