nodes,total,in_o1,in_o2,in_o3,exec_o1,exec_o2,exec_o3,out_o1,out_o2,out_o3,critical_path,individuals_stor,individuals_merge_stor,sifting_stor,frequency_stor,mutation_overlap_stor,in_individuals,read_individuals,write_individuals,out_individuals,in_individuals_merge,read_individuals_merge,write_individuals_merge,out_individuals_merge,in_sifting,read_sifting,write_sifting,out_sifting,in_frequency,read_frequency,write_frequency,out_frequency,in_mutation_overlap,read_mutation_overlap,write_mutation_overlap,out_mutation_overlap
10,724.7918109335089,0.0,150.6653392667665,0.4409873844886471,131.5655812855105,1.945219505154512,0.4796170534971776,0.0,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),beegfs,beegfs,tmpfs,tmpfs,tmpfs,-,131.556948,0.008634,-,-,0.211195,0.003812,0.047400,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796000,0.278444,0.134989,0.024676,0.796000
10,724.8474407080794,0.0,150.6653392667665,0.4409873844886471,131.5655812855105,1.945219505154512,0.5352468280676657,0.0,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),beegfs,beegfs,tmpfs,tmpfs,beegfs,-,131.556948,0.008634,-,-,0.211195,0.003812,0.047400,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796000,-,0.476881,0.058366,-
10,724.9895490140278,0.0,150.6653392667665,0.278444159955141,131.5655812855105,1.945219505154512,0.8398983585495854,0.0,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),beegfs,beegfs,tmpfs,beegfs,tmpfs,-,131.556948,0.008634,-,-,0.211195,0.003812,0.047400,150.665339,1.944386,0.000833,438.899066,-,0.628339,0.211559,-,0.278444,0.134989,0.024676,0.796000
10,727.579894802569,55.783175261131774,150.6653392667665,0.0,14.543198774204944,1.945219505154512,0.8398983585495854,368.8766173714326,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),ssd,beegfs,tmpfs,beegfs,beegfs,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,-,150.665339,1.944386,0.000833,134.926446,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,730.8051281439668,55.783175261131774,150.6653392667665,0.0,16.927044469242663,2.23126712429835,1.3952383857659216,368.8766173714326,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),ssd,beegfs,tmpfs,beegfs,beegfs,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,-,150.665339,2.230351,0.000917,134.926446,-,0.994285,0.400953,-,-,0.731962,0.095951,-
10,732.6557513592369,149.15586677519224,55.92999014817022,0.0,15.835068930272664,1.457418696797552,0.8398983585495854,133.63708675312816,375.80042169712647,0.0,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->read_frequency(1)->write_frequency(1),tmpfs,beegfs,ssd,beegfs,beegfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,-,55.929990,1.452319,0.005100,375.800422,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,736.5775006302937,149.15586677519224,55.92999014817022,0.0,18.36190331294077,2.296993557969882,1.3952383857659216,133.63708675312816,375.80042169712647,0.0,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),tmpfs,beegfs,ssd,beegfs,beegfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,-,55.929990,2.289903,0.007090,375.800422,-,0.994285,0.400953,-,-,0.731962,0.095951,-
5,743.5353854509581,0.0,55.92999014817022,0.0,170.95130777733235,2.296993557969882,1.3952383857659216,137.1614338845933,375.80042169712647,0.0,read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),beegfs,tmpfs,ssd,beegfs,beegfs,-,170.937830,0.013478,137.161434,0.047400,0.090208,0.001890,0.059851,55.929990,2.289903,0.007090,375.800422,-,0.994285,0.400953,-,-,0.731962,0.095951,-
2,759.594935953299,149.15586677519224,55.92999014817022,0.0,41.21535671952389,1.944306483185723,1.9119073769722115,133.63708675312816,375.80042169712647,0.0,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->read_frequency(5)->write_frequency(5),tmpfs,beegfs,ssd,beegfs,beegfs,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,-,55.929990,1.929133,0.015174,375.800422,-,1.318713,0.593194,-,-,0.915467,0.149858,-
5,764.4795064949517,0.0,150.6653392667665,0.4409873844886471,170.95130777733235,2.23126712429835,0.4955385039742755,0.0,438.8990661644191,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),beegfs,beegfs,tmpfs,tmpfs,tmpfs,-,170.937830,0.013478,-,-,0.379853,0.005983,0.047400,150.665339,2.230351,0.000917,438.899066,0.440987,0.330359,0.165180,0.796000,0.278444,0.164375,0.027659,0.796000
5,764.8118814330505,0.0,150.6653392667665,0.4409873844886471,170.95130777733235,2.23126712429835,0.827913442073149,0.0,438.8990661644191,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),beegfs,beegfs,tmpfs,tmpfs,beegfs,-,170.937830,0.013478,-,-,0.379853,0.005983,0.047400,150.665339,2.230351,0.000917,438.899066,0.440987,0.330359,0.165180,0.796000,-,0.731962,0.095951,-
5,765.2166631522098,0.0,150.6653392667665,0.278444159955141,170.95130777733235,2.23126712429835,1.3952383857659216,0.0,438.8990661644191,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),beegfs,beegfs,tmpfs,beegfs,tmpfs,-,170.937830,0.013478,-,-,0.379853,0.005983,0.047400,150.665339,2.230351,0.000917,438.899066,-,0.994285,0.400953,-,0.278444,0.164375,0.027659,0.796000
10,767.9555200752775,149.15586677519224,0.0,0.4409873844886471,15.835068930272664,8.03985426189517,0.4796170534971776,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(16)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,tmpfs,149.155867,15.834522,0.000547,442.542786,-,0.081373,0.001725,0.813432,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,0.278444,0.134989,0.024676,0.796000
10,768.0111498498479,149.15586677519224,0.0,0.4409873844886471,15.835068930272664,8.03985426189517,0.5352468280676657,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(16)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,beegfs,149.155867,15.834522,0.000547,442.542786,-,0.081373,0.001725,0.813432,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,-,0.476881,0.058366,-
10,768.1532581557964,149.15586677519224,0.0,0.278444159955141,15.835068930272664,8.03985426189517,0.8398983585495854,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(16)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),tmpfs,tmpfs,beegfs,beegfs,tmpfs,149.155867,15.834522,0.000547,442.542786,-,0.081373,0.001725,0.813432,-,8.038011,0.001843,150.665339,-,0.628339,0.211559,-,0.278444,0.134989,0.024676,0.796000
5,778.0918980918011,149.15586677519224,0.0,0.4409873844886471,18.36190331294077,15.63347644527368,0.4955385039742755,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(16)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,tmpfs,149.155867,18.361113,0.000790,442.542786,-,0.090208,0.001890,0.813432,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,0.278444,0.164375,0.027659,0.796000
5,778.4242730299001,149.15586677519224,0.0,0.4409873844886471,18.36190331294077,15.63347644527368,0.827913442073149,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(16)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,beegfs,149.155867,18.361113,0.000790,442.542786,-,0.090208,0.001890,0.813432,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,-,0.731962,0.095951,-
5,778.8290547490593,149.15586677519224,0.0,0.278444159955141,18.36190331294077,15.63347644527368,1.3952383857659216,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(16)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),tmpfs,tmpfs,beegfs,beegfs,tmpfs,149.155867,18.361113,0.000790,442.542786,-,0.090208,0.001890,0.813432,-,15.630523,0.002954,150.665339,-,0.994285,0.400953,-,0.278444,0.164375,0.027659,0.796000
10,796.3895720501897,149.15586677519224,55.92999014817022,0.1133218168415363,15.835068930272664,1.457418696797552,0.8398983585495854,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),tmpfs,beegfs,ssd,beegfs,ssd,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.018175,55.929990,1.452319,0.005100,438.125561,-,0.628339,0.211559,-,0.113322,0.092998,0.154651,1.295360
10,796.3900104085471,149.15586677519224,55.92999014817022,0.1754765717028859,15.835068930272664,1.457418696797552,0.7781819620456173,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,beegfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.018175,55.929990,1.452319,0.005100,438.125561,0.175477,0.211945,0.566237,1.295360,-,0.476881,0.058366,-
10,796.3900104085471,149.15586677519224,55.92999014817022,0.1754765717028859,15.835068930272664,1.457418696797552,0.7781819620456173,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,ssd,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.018175,55.929990,1.452319,0.005100,438.125561,0.175477,0.211945,0.566237,1.295360,0.113322,0.092998,0.154651,1.295360
5,800.1839480691535,149.15586677519224,55.92999014817022,0.1754765717028859,18.36190331294077,2.296993557969882,1.2057103788116597,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,beegfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.018175,55.929990,2.289903,0.007090,438.125561,0.175477,0.328613,0.877097,1.295360,-,0.731962,0.095951,-
5,800.1839480691535,149.15586677519224,55.92999014817022,0.1754765717028859,18.36190331294077,2.296993557969882,1.2057103788116597,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,ssd,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.018175,55.929990,2.289903,0.007090,438.125561,0.175477,0.328613,0.877097,1.295360,0.113322,0.158550,0.211889,1.295360
5,800.3113213212465,149.15586677519224,55.92999014817022,0.1133218168415363,18.36190331294077,2.296993557969882,1.3952383857659216,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),tmpfs,beegfs,ssd,beegfs,ssd,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.018175,55.929990,2.289903,0.007090,438.125561,-,0.994285,0.400953,-,0.113322,0.158550,0.211889,1.295360
2,803.5804446823237,149.15586677519224,0.0,0.4409873844886471,41.21535671952389,18.265096544493474,0.49901158869389306,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(16)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(5)->write_frequency(5)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,tmpfs,149.155867,41.213463,0.001893,442.542786,-,0.094345,0.002370,0.813432,-,18.260633,0.004464,150.665339,0.440987,0.331800,0.167212,0.796000,0.278444,0.181099,0.032615,0.796000
2,804.1467584302419,149.15586677519224,0.0,0.4409873844886471,41.21535671952389,18.265096544493474,1.0653253366121218,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(16)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(5)->write_mutation_overlap(5)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,beegfs,149.155867,41.213463,0.001893,442.542786,-,0.094345,0.002370,0.813432,-,18.260633,0.004464,150.665339,0.440987,0.331800,0.167212,0.796000,-,0.915467,0.149858,-
2,804.8307972460685,149.15586677519224,0.0,0.278444159955141,41.21535671952389,18.265096544493474,1.9119073769722115,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(16)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(7),tmpfs,tmpfs,beegfs,beegfs,tmpfs,149.155867,41.213463,0.001893,442.542786,-,0.094345,0.002370,0.813432,-,18.260633,0.004464,150.665339,-,1.318713,0.593194,-,0.278444,0.181099,0.032615,0.796000
10,805.4527803713422,55.783175261131774,150.6653392667665,0.0,14.543198774204944,1.945219505154512,0.8398983585495854,446.7495029402058,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),ssd,ssd,tmpfs,beegfs,beegfs,55.783175,14.528248,0.014951,446.749503,-,0.054540,0.010549,0.082685,150.665339,1.944386,0.000833,134.926446,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,808.67801371274,55.783175261131774,150.6653392667665,0.0,16.927044469242663,2.23126712429835,1.3952383857659216,446.7495029402058,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),ssd,ssd,tmpfs,beegfs,beegfs,55.783175,16.903609,0.023436,446.749503,-,0.089313,0.014552,0.082685,150.665339,2.230351,0.000917,134.926446,-,0.994285,0.400953,-,-,0.731962,0.095951,-
2,816.2469082077716,55.783175261131774,150.6653392667665,0.0,101.50722572168667,2.5761969444528523,1.9119073769722115,368.8766173714326,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->stage_in_sifting(6)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->read_frequency(5)->write_frequency(5),ssd,beegfs,tmpfs,beegfs,beegfs,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,-,150.665339,2.575059,0.001138,134.926446,-,1.318713,0.593194,-,-,0.915467,0.149858,-
2,823.3287566442517,149.15586677519224,55.92999014817022,0.1133218168415363,41.21535671952389,1.944306483185723,1.9119073769722115,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(5)->write_sifting(5)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(17),tmpfs,beegfs,ssd,beegfs,ssd,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.018175,55.929990,1.929133,0.015174,438.125561,-,1.318713,0.593194,-,0.113322,0.219688,0.470526,1.295360
2,823.9387441494274,149.15586677519224,55.92999014817022,0.1754765717028859,41.21535671952389,1.944306483185723,2.4597401272865698,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(5)->write_sifting(5)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,beegfs,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.018175,55.929990,1.929133,0.015174,438.125561,0.175477,0.402953,2.056787,1.295360,-,0.915467,0.149858,-
2,823.9387441494274,149.15586677519224,55.92999014817022,0.1754765717028859,41.21535671952389,1.944306483185723,2.4597401272865698,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(5)->write_sifting(5)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,ssd,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.018175,55.929990,1.929133,0.015174,438.125561,0.175477,0.402953,2.056787,1.295360,0.113322,0.219688,0.470526,1.295360
10,861.9532448181021,0.0,150.6653392667665,0.4409873844886471,131.5655812855105,1.945219505154512,0.4796170534971776,137.1614338845933,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),beegfs,tmpfs,tmpfs,tmpfs,tmpfs,-,131.556948,0.008634,137.161434,0.047400,0.081373,0.001725,0.813432,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796000,0.278444,0.134989,0.024676,0.796000
10,862.0088745926727,0.0,150.6653392667665,0.4409873844886471,131.5655812855105,1.945219505154512,0.5352468280676657,137.1614338845933,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),beegfs,tmpfs,tmpfs,tmpfs,beegfs,-,131.556948,0.008634,137.161434,0.047400,0.081373,0.001725,0.813432,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796000,-,0.476881,0.058366,-
10,862.1509828986211,0.0,150.6653392667665,0.278444159955141,131.5655812855105,1.945219505154512,0.8398983585495854,137.1614338845933,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),beegfs,tmpfs,tmpfs,beegfs,tmpfs,-,131.556948,0.008634,137.161434,0.047400,0.081373,0.001725,0.813432,150.665339,1.944386,0.000833,438.899066,-,0.628339,0.211559,-,0.278444,0.134989,0.024676,0.796000
10,873.2307203074131,55.783175261131774,55.92999014817022,0.0,14.543198774204944,1.457418696797552,0.8398983585495854,368.8766173714326,375.80042169712647,0.0,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->read_frequency(1)->write_frequency(1),ssd,beegfs,ssd,beegfs,beegfs,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,-,55.929990,1.452319,0.005100,375.800422,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,877.0094808908394,55.783175261131774,55.92999014817022,0.0,16.927044469242663,2.296993557969882,1.3952383857659216,368.8766173714326,375.80042169712647,0.0,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),ssd,beegfs,ssd,beegfs,beegfs,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,-,55.929990,2.289903,0.007090,375.800422,-,0.994285,0.400953,-,-,0.731962,0.095951,-
10,891.8542521065915,149.15586677519224,150.6653392667665,0.4409873844886471,15.835068930272664,1.945219505154512,0.4796170534971776,133.63708675312816,438.8990661644191,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),tmpfs,beegfs,tmpfs,tmpfs,tmpfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.047400,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796000,0.278444,0.134989,0.024676,0.796000
10,891.9098818811619,149.15586677519224,150.6653392667665,0.4409873844886471,15.835068930272664,1.945219505154512,0.5352468280676657,133.63708675312816,438.8990661644191,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),tmpfs,beegfs,tmpfs,tmpfs,beegfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.047400,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796000,-,0.476881,0.058366,-
10,892.0519901871103,149.15586677519224,150.6653392667665,0.278444159955141,15.835068930272664,1.945219505154512,0.8398983585495854,133.63708675312816,438.8990661644191,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),tmpfs,beegfs,tmpfs,beegfs,tmpfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.047400,150.665339,1.944386,0.000833,438.899066,-,0.628339,0.211559,-,0.278444,0.134989,0.024676,0.796000
2,894.1197937765448,55.783175261131774,150.6653392667665,0.0,101.50722572168667,2.5761969444528523,1.9119073769722115,446.7495029402058,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(14)->stage_in_sifting(6)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->read_frequency(5)->write_frequency(5),ssd,ssd,tmpfs,beegfs,beegfs,55.783175,101.436210,0.071016,446.749503,-,0.120712,0.031194,0.082685,150.665339,2.575059,0.001138,134.926446,-,1.318713,0.593194,-,-,0.915467,0.149858,-
5,894.6830555588805,149.15586677519224,150.6653392667665,0.4409873844886471,18.36190331294077,2.23126712429835,0.4955385039742755,133.63708675312816,438.8990661644191,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),tmpfs,beegfs,tmpfs,tmpfs,tmpfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.047400,150.665339,2.230351,0.000917,438.899066,0.440987,0.330359,0.165180,0.796000,0.278444,0.164375,0.027659,0.796000
5,895.0154304969794,149.15586677519224,150.6653392667665,0.4409873844886471,18.36190331294077,2.23126712429835,0.827913442073149,133.63708675312816,438.8990661644191,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),tmpfs,beegfs,tmpfs,tmpfs,beegfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.047400,150.665339,2.230351,0.000917,438.899066,0.440987,0.330359,0.165180,0.796000,-,0.731962,0.095951,-
